,mean_fit_time,mean_score_time,mean_test_accuracy,mean_test_f1,mean_test_precision,mean_test_recall,mean_test_roc_auc,mean_train_accuracy,mean_train_f1,mean_train_precision,mean_train_recall,mean_train_roc_auc,param_lr,param_reg,params,rank_test_accuracy,rank_test_f1,rank_test_precision,rank_test_recall,rank_test_roc_auc,split0_test_accuracy,split0_test_f1,split0_test_precision,split0_test_recall,split0_test_roc_auc,split0_train_accuracy,split0_train_f1,split0_train_precision,split0_train_recall,split0_train_roc_auc,split1_test_accuracy,split1_test_f1,split1_test_precision,split1_test_recall,split1_test_roc_auc,split1_train_accuracy,split1_train_f1,split1_train_precision,split1_train_recall,split1_train_roc_auc,split2_test_accuracy,split2_test_f1,split2_test_precision,split2_test_recall,split2_test_roc_auc,split2_train_accuracy,split2_train_f1,split2_train_precision,split2_train_recall,split2_train_roc_auc,split3_test_accuracy,split3_test_f1,split3_test_precision,split3_test_recall,split3_test_roc_auc,split3_train_accuracy,split3_train_f1,split3_train_precision,split3_train_recall,split3_train_roc_auc,split4_test_accuracy,split4_test_f1,split4_test_precision,split4_test_recall,split4_test_roc_auc,split4_train_accuracy,split4_train_f1,split4_train_precision,split4_train_recall,split4_train_roc_auc,split5_test_accuracy,split5_test_f1,split5_test_precision,split5_test_recall,split5_test_roc_auc,split5_train_accuracy,split5_train_f1,split5_train_precision,split5_train_recall,split5_train_roc_auc,split6_test_accuracy,split6_test_f1,split6_test_precision,split6_test_recall,split6_test_roc_auc,split6_train_accuracy,split6_train_f1,split6_train_precision,split6_train_recall,split6_train_roc_auc,split7_test_accuracy,split7_test_f1,split7_test_precision,split7_test_recall,split7_test_roc_auc,split7_train_accuracy,split7_train_f1,split7_train_precision,split7_train_recall,split7_train_roc_auc,split8_test_accuracy,split8_test_f1,split8_test_precision,split8_test_recall,split8_test_roc_auc,split8_train_accuracy,split8_train_f1,split8_train_precision,split8_train_recall,split8_train_roc_auc,split9_test_accuracy,split9_test_f1,split9_test_precision,split9_test_recall,split9_test_roc_auc,split9_train_accuracy,split9_train_f1,split9_train_precision,split9_train_recall,split9_train_roc_auc,std_fit_time,std_score_time,std_test_accuracy,std_test_f1,std_test_precision,std_test_recall,std_test_roc_auc,std_train_accuracy,std_train_f1,std_train_precision,std_train_recall,std_train_roc_auc
0,1196.3302613019944,0.2659940242767334,0.5387931034482759,0.6263820470717022,0.4844827586206897,0.9008620689655172,0.5416829937304075,0.5473777100092889,0.6303230358300229,0.5020316832742225,0.8867924528301888,0.5434099651950907,0.01,"{'l2': 0.5, 'l1': 0.0}","{'lr': 0.01, 'reg': <__main__.CustomL1L2Regularizer object at 0x7f2209617ad0>}",38,37,37,2,38,0.5,0.6666666666666666,0.5,1.0,0.5,0.5096153846153846,0.6751592356687898,0.5096153846153846,1.0,0.5,0.5,0.6666666666666666,0.5,1.0,0.5,0.5096153846153846,0.6751592356687898,0.5096153846153846,1.0,0.49528301886792453,0.5,0.6666666666666666,0.5,1.0,0.5,0.5096153846153846,0.6751592356687898,0.5096153846153846,1.0,0.5,0.5,0.6666666666666666,0.5,1.0,0.5,0.5096153846153846,0.6751592356687898,0.5096153846153846,1.0,0.5,0.5217391304347826,0.6857142857142856,0.5217391304347826,1.0,0.5,0.507177033492823,0.673015873015873,0.507177033492823,1.0,0.5,0.5217391304347826,0.6857142857142856,0.5217391304347826,1.0,0.5,0.507177033492823,0.673015873015873,0.507177033492823,1.0,0.5,0.4782608695652174,0.0,0.0,0.0,0.5,0.49282296650717705,0.0,0.0,0.0,0.5,0.8695652173913043,0.888888888888889,0.8,1.0,0.9204545454545454,0.9090909090909091,0.9064039408866995,0.9484536082474226,0.8679245283018868,0.9388166330829822,0.5,0.6666666666666666,0.5,1.0,0.5,0.5095238095238095,0.6750788643533123,0.5095238095238095,1.0,0.5,0.5,0.6666666666666666,0.5,1.0,0.5,0.5095238095238095,0.6750788643533123,0.5095238095238095,1.0,0.5,9.873572080774005,0.06764442756496322,0.11034380270326143,0.21772939448954934,0.18319338121265777,0.2988471208907405,0.1256516303745159,0.12067089775656502,0.22118328597938508,0.21253790470908435,0.2982087260397034,0.13180972520982479
1,1217.3757144212723,0.5188058137893676,0.5,0.40032840722495894,0.3017241379310345,0.5948275862068966,0.5,0.5019047619047619,0.404650794607595,0.3052632455264034,0.6,0.5,0.01,"{'l2': 0.1, 'l1': 0.0}","{'lr': 0.01, 'reg': <__main__.CustomL1L2Regularizer object at 0x7f220f30e690>}",43,42,42,42,41,0.5,0.6666666666666666,0.5,1.0,0.5,0.5096153846153846,0.6751592356687898,0.5096153846153846,1.0,0.5,0.5,0.0,0.0,0.0,0.5,0.49038461538461536,0.0,0.0,0.0,0.5,0.5,0.6666666666666666,0.5,1.0,0.5,0.5096153846153846,0.6751592356687898,0.5096153846153846,1.0,0.5,0.5,0.0,0.0,0.0,0.5,0.49038461538461536,0.0,0.0,0.0,0.5,0.5217391304347826,0.6857142857142856,0.5217391304347826,1.0,0.5,0.507177033492823,0.673015873015873,0.507177033492823,1.0,0.5,0.5217391304347826,0.6857142857142856,0.5217391304347826,1.0,0.5,0.507177033492823,0.673015873015873,0.507177033492823,1.0,0.5,0.4782608695652174,0.0,0.0,0.0,0.5,0.49282296650717705,0.0,0.0,0.0,0.5,0.4782608695652174,0.0,0.0,0.0,0.5,0.49282296650717705,0.0,0.0,0.0,0.5,0.5,0.6666666666666666,0.5,1.0,0.5,0.5095238095238095,0.6750788643533123,0.5095238095238095,1.0,0.5,0.5,0.6666666666666666,0.5,1.0,0.5,0.5095238095238095,0.6750788643533123,0.5095238095238095,1.0,0.5,11.13850350472568,0.10196133665730057,0.01368964195483483,0.3304731407100391,0.24914551795589304,0.4909253801690982,0.0,0.008491092042775164,0.3303968837788728,0.24924792904429735,0.48989794855663565,0.0
2,1237.8310557365417,0.8599161624908447,0.5387931034482759,0.42960717443476065,0.33928571428571425,0.603448275862069,0.5390543364681296,0.548813029076187,0.43494178550035745,0.3545546996862786,0.5952830188679246,0.5498076570800513,0.01,"{'l2': 0.05, 'l1': 0.0}","{'lr': 0.01, 'reg': <__main__.CustomL1L2Regularizer object at 0x7f2209191c90>}",38,40,40,40,39,0.5,0.6666666666666666,0.5,1.0,0.5,0.5096153846153846,0.6751592356687898,0.5096153846153846,1.0,0.5,0.5,0.6666666666666666,0.5,1.0,0.5,0.5096153846153846,0.6751592356687898,0.5096153846153846,1.0,0.5,0.5,0.6666666666666666,0.5,1.0,0.5,0.5096153846153846,0.6751592356687898,0.5096153846153846,1.0,0.5,0.5,0.0,0.0,0.0,0.5,0.49038461538461536,0.0,0.0,0.0,0.5,0.4782608695652174,0.0,0.0,0.0,0.5,0.49282296650717705,0.0,0.0,0.0,0.5,0.5217391304347826,0.6857142857142856,0.5217391304347826,1.0,0.5,0.507177033492823,0.673015873015873,0.507177033492823,1.0,0.5,0.4782608695652174,0.0,0.0,0.0,0.5,0.49282296650717705,0.0,0.0,0.0,0.5,0.9130434782608695,0.923076923076923,0.8571428571428571,1.0,0.8939393939393939,0.9760765550239234,0.9758454106280194,1.0,0.9528301886792453,0.9980765708005129,0.5,0.0,0.0,0.0,0.5,0.49047619047619045,0.0,0.0,0.0,0.5,0.5,0.6666666666666666,0.5,1.0,0.5,0.5095238095238095,0.6750788643533123,0.5095238095238095,1.0,0.5,6.492295536120931,0.14300987231203813,0.12469590265259166,0.3558116362133194,0.29325900709210106,0.48918141238314167,0.11772765368423112,0.14266307370083195,0.3656135277387651,0.32231602904416995,0.48623725103424853,0.14942297124015388
3,1256.602656841278,1.1770573377609252,0.5043103448275862,0.34187192118226595,0.25862068965517243,0.5043103448275862,0.5,0.4995306447938027,0.33693660903851985,0.25407618697092377,0.5,0.5,0.01,"{'l2': 0.01, 'l1': 0.0}","{'lr': 0.01, 'reg': <__main__.CustomL1L2Regularizer object at 0x7f2209191610>}",42,43,43,43,41,0.5,0.6666666666666666,0.5,1.0,0.5,0.5096153846153846,0.6751592356687898,0.5096153846153846,1.0,0.5,0.5,0.6666666666666666,0.5,1.0,0.5,0.5096153846153846,0.6751592356687898,0.5096153846153846,1.0,0.5,0.5,0.0,0.0,0.0,0.5,0.49038461538461536,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.49038461538461536,0.0,0.0,0.0,0.5,0.5217391304347826,0.6857142857142856,0.5217391304347826,1.0,0.5,0.507177033492823,0.673015873015873,0.507177033492823,1.0,0.5,0.4782608695652174,0.0,0.0,0.0,0.5,0.49282296650717705,0.0,0.0,0.0,0.5,0.5217391304347826,0.6857142857142856,0.5217391304347826,1.0,0.5,0.507177033492823,0.673015873015873,0.507177033492823,1.0,0.5,0.5217391304347826,0.6857142857142856,0.5217391304347826,1.0,0.5,0.507177033492823,0.673015873015873,0.507177033492823,1.0,0.5,0.5,0.0,0.0,0.0,0.5,0.49047619047619045,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.49047619047619045,0.0,0.0,0.0,0.5,9.555976906864272,0.16002484191957092,0.0129933530822061,0.33900264297899363,0.2565131518133087,0.4999814205822725,0.0,0.008689445763863626,0.3369374271148751,0.2540775910079979,0.5,0.0
4,1283.2444295883179,1.4642815351486207,0.4956896551724138,0.2691297208538588,0.2025862068965517,0.40086206896551724,0.5,0.4985645933014354,0.2698413208706765,0.2035931612247402,0.4,0.5,0.01,"{'l2': 0.005, 'l1': 0.0}","{'lr': 0.01, 'reg': <__main__.CustomL1L2Regularizer object at 0x7f2209191c10>}",45,45,45,44,41,0.5,0.6666666666666666,0.5,1.0,0.5,0.5096153846153846,0.6751592356687898,0.5096153846153846,1.0,0.5,0.5,0.0,0.0,0.0,0.5,0.49038461538461536,0.0,0.0,0.0,0.5,0.5,0.6666666666666666,0.5,1.0,0.5,0.5096153846153846,0.6751592356687898,0.5096153846153846,1.0,0.5,0.5,0.0,0.0,0.0,0.5,0.49038461538461536,0.0,0.0,0.0,0.5,0.4782608695652174,0.0,0.0,0.0,0.5,0.49282296650717705,0.0,0.0,0.0,0.5,0.4782608695652174,0.0,0.0,0.0,0.5,0.49282296650717705,0.0,0.0,0.0,0.5,0.4782608695652174,0.0,0.0,0.0,0.5,0.49282296650717705,0.0,0.0,0.0,0.5,0.5217391304347826,0.6857142857142856,0.5217391304347826,1.0,0.5,0.507177033492823,0.673015873015873,0.507177033492823,1.0,0.5,0.5,0.6666666666666666,0.5,1.0,0.5,0.5095238095238095,0.6750788643533123,0.5095238095238095,1.0,0.5,0.5,0.0,0.0,0.0,0.5,0.49047619047619045,0.0,0.0,0.0,0.5,8.867649832296317,0.17109940539888913,0.0129933530822061,0.3290651455690679,0.24774254782869423,0.4900731278393074,0.0,0.008582911487509805,0.330487282804239,0.24935055309198287,0.48989794855663565,0.0
5,1297.8494275331498,1.8158573150634765,0.5301724137931034,0.2861247947454844,0.25,0.3760775862068966,0.5450626959247649,0.5397129186602871,0.29408202212630313,0.24971756313861576,0.3867924528301887,0.5672513280820664,0.01,"{'l2': 0.001, 'l1': 0.0}","{'lr': 0.01, 'reg': <__main__.CustomL1L2Regularizer object at 0x7f2209191c50>}",40,44,44,45,37,0.5,0.0,0.0,0.0,0.5,0.49038461538461536,0.0,0.0,0.0,0.5047169811320755,0.5,0.6666666666666666,0.5,1.0,0.5,0.5096153846153846,0.6751592356687898,0.5096153846153846,1.0,0.5,0.5,0.6666666666666666,0.5,1.0,0.5,0.5096153846153846,0.6751592356687898,0.5096153846153846,1.0,0.5,0.5,0.0,0.0,0.0,0.5,0.49038461538461536,0.0,0.0,0.0,0.5,0.4782608695652174,0.0,0.0,0.0,0.5,0.49282296650717705,0.0,0.0,0.0,0.5,0.8695652173913043,0.8571428571428571,1.0,0.75,0.8636363636363635,0.9186602870813397,0.9154228855721392,0.968421052631579,0.8679245283018868,0.9662941930756549,0.4782608695652174,0.0,0.0,0.0,0.5909090909090908,0.49282296650717705,0.0,0.0,0.0,0.7015021066129328,0.4782608695652174,0.0,0.0,0.0,0.5,0.49282296650717705,0.0,0.0,0.0,0.5,0.5,0.6666666666666666,0.5,1.0,0.5,0.5095238095238095,0.6750788643533123,0.5095238095238095,1.0,0.5,0.5,0.0,0.0,0.0,0.5,0.49047619047619045,0.0,0.0,0.0,0.5,10.684926715993374,0.1189671151144176,0.11300568621119318,0.3536498970086118,0.3347670317059931,0.46481703205748104,0.10907714281858026,0.12657449770945728,0.3661377011678194,0.3306479872502172,0.47510093360928213,0.1458863297531708
6,1337.1585793733598,1.9844575881958009,0.5431034482758621,0.5647783251231526,0.46120689655172414,0.7855603448275862,0.5390543364681296,0.5430897173002436,0.5600513577266819,0.453700413319288,0.780188679245283,0.5468356722072613,0.01,"{'l2': 0.0, 'l1': 0.5}","{'lr': 0.01, 'reg': <__main__.CustomL1L2Regularizer object at 0x7f2209191b90>}",37,39,38,35,39,0.5,0.6666666666666666,0.5,1.0,0.5,0.5096153846153846,0.6751592356687898,0.5096153846153846,1.0,0.5,0.5,0.6666666666666666,0.5,1.0,0.5,0.5096153846153846,0.6751592356687898,0.5096153846153846,1.0,0.5,0.5,0.6666666666666666,0.5,1.0,0.5,0.5096153846153846,0.6751592356687898,0.5096153846153846,1.0,0.5,0.5,0.6666666666666666,0.5,1.0,0.5,0.5096153846153846,0.6751592356687898,0.5096153846153846,1.0,0.5,0.5217391304347826,0.6857142857142856,0.5217391304347826,1.0,0.5,0.507177033492823,0.673015873015873,0.507177033492823,1.0,0.5,0.8695652173913043,0.8571428571428571,1.0,0.75,0.8939393939393939,0.8899521531100478,0.8808290155440415,0.9770114942528736,0.8018867924528302,0.9636838248763511,0.5217391304347826,0.6857142857142856,0.5217391304347826,1.0,0.5,0.507177033492823,0.673015873015873,0.507177033492823,1.0,0.5,0.5217391304347826,0.6857142857142856,0.5217391304347826,1.0,0.5,0.507177033492823,0.673015873015873,0.507177033492823,1.0,0.5,0.5,0.0,0.0,0.0,0.5,0.49047619047619045,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.49047619047619045,0.0,0.0,0.0,0.5046728971962616,19.548559708963996,0.2405348722931171,0.10873248096541806,0.27859414901124263,0.2661464365900077,0.38712650050466,0.11772765368423112,0.11584524252431909,0.2866174439455312,0.2658247167393939,0.394471630879243,0.1389563685151239
7,1369.5116991043092,2.3462549686431884,0.5086206896551724,0.6110016420361247,0.46120689655172414,0.9051724137931034,0.5,0.506716967243283,0.6067779299091963,0.45766934819566396,0.9,0.5,0.01,"{'l2': 0.0, 'l1': 0.1}","{'lr': 0.01, 'reg': <__main__.CustomL1L2Regularizer object at 0x7f2209191d90>}",41,38,38,1,41,0.5,0.6666666666666666,0.5,1.0,0.5,0.5096153846153846,0.6751592356687898,0.5096153846153846,1.0,0.5,0.5,0.6666666666666666,0.5,1.0,0.5,0.5096153846153846,0.6751592356687898,0.5096153846153846,1.0,0.5,0.5,0.6666666666666666,0.5,1.0,0.5,0.5096153846153846,0.6751592356687898,0.5096153846153846,1.0,0.5,0.5,0.6666666666666666,0.5,1.0,0.5,0.5096153846153846,0.6751592356687898,0.5096153846153846,1.0,0.5,0.5217391304347826,0.6857142857142856,0.5217391304347826,1.0,0.5,0.507177033492823,0.673015873015873,0.507177033492823,1.0,0.5,0.5217391304347826,0.6857142857142856,0.5217391304347826,1.0,0.5,0.507177033492823,0.673015873015873,0.507177033492823,1.0,0.5,0.5217391304347826,0.6857142857142856,0.5217391304347826,1.0,0.5,0.507177033492823,0.673015873015873,0.507177033492823,1.0,0.5,0.5217391304347826,0.6857142857142856,0.5217391304347826,1.0,0.5,0.507177033492823,0.673015873015873,0.507177033492823,1.0,0.5,0.5,0.0,0.0,0.0,0.5,0.49047619047619045,0.0,0.0,0.0,0.5,0.5,0.6666666666666666,0.5,1.0,0.5,0.5095238095238095,0.6750788643533123,0.5095238095238095,1.0,0.5,9.921812997287073,0.2784408239914662,0.01063437853006829,0.19796684708310014,0.14963087239412554,0.2929766459994212,0.0,0.005532550320184608,0.20226179723526397,0.15256071704415983,0.3,0.0
8,1394.4017580032348,2.5463892459869384,0.5,0.4060755336617406,0.30603448275862066,0.603448275862069,0.5,0.5019230769230769,0.40465883173914274,0.3052724030355609,0.6,0.5,0.01,"{'l2': 0.0, 'l1': 0.05}","{'lr': 0.01, 'reg': <__main__.CustomL1L2Regularizer object at 0x7f22091915d0>}",43,41,41,40,41,0.5,0.6666666666666666,0.5,1.0,0.5,0.5096153846153846,0.6751592356687898,0.5096153846153846,1.0,0.5,0.5,0.6666666666666666,0.5,1.0,0.5,0.5096153846153846,0.6751592356687898,0.5096153846153846,1.0,0.5,0.5,0.0,0.0,0.0,0.5,0.49038461538461536,0.0,0.0,0.0,0.5,0.5,0.6666666666666666,0.5,1.0,0.5,0.5096153846153846,0.6751592356687898,0.5096153846153846,1.0,0.5,0.5217391304347826,0.6857142857142856,0.5217391304347826,1.0,0.5,0.507177033492823,0.673015873015873,0.507177033492823,1.0,0.5,0.4782608695652174,0.0,0.0,0.0,0.5,0.49282296650717705,0.0,0.0,0.0,0.5,0.4782608695652174,0.0,0.0,0.0,0.5,0.49282296650717705,0.0,0.0,0.0,0.5,0.5217391304347826,0.6857142857142856,0.5217391304347826,1.0,0.5,0.507177033492823,0.673015873015873,0.507177033492823,1.0,0.5,0.5,0.6666666666666666,0.5,1.0,0.5,0.5095238095238095,0.6750788643533123,0.5095238095238095,1.0,0.5,0.5,0.0,0.0,0.0,0.5,0.49047619047619045,0.0,0.0,0.0,0.5,22.34685502443034,0.26339277894205715,0.01368964195483483,0.32925584117504053,0.24821162805999386,0.48918141238314167,0.0,0.008486962774788215,0.33040346294203815,0.24925543509336262,0.4898979485566356,0.0
9,1417.3301089048387,2.913449025154114,0.7844827586206896,0.7305389734742491,0.7777569413345276,0.7018678160919539,0.8354885057471264,0.9370583144925251,0.8881580723375239,0.8888155018004975,0.8877358490566039,0.9494310528754457,0.005,"{'l2': 0.5, 'l1': 0.0}","{'lr': 0.005, 'reg': <__main__.CustomL1L2Regularizer object at 0x7f2209617ad0>}",32,36,36,39,33,0.875,0.8695652173913043,0.9090909090909091,0.8333333333333334,0.9305555555555556,0.9759615384615384,0.9758454106280194,1.0,0.9528301886792453,0.9993525712171661,0.8333333333333334,0.8181818181818182,0.9,0.75,0.8402777777777778,0.9903846153846154,0.9906542056074767,0.9814814814814815,1.0,0.9996300406955234,0.5,0.0,0.0,0.0,0.5,0.49038461538461536,0.0,0.0,0.0,0.5,0.7916666666666666,0.761904761904762,0.8888888888888888,0.6666666666666666,0.9375000000000001,0.9903846153846154,0.9906542056074767,0.9814814814814815,1.0,0.9999075101738809,0.8695652173913043,0.8571428571428571,1.0,0.75,0.9242424242424242,0.9952153110047847,0.9952606635071091,1.0,0.9905660377358491,1.0,0.8260869565217391,0.8181818181818182,0.9,0.75,0.9166666666666666,0.9904306220095693,0.9905660377358491,0.9905660377358491,0.9905660377358491,0.9998168162667155,0.7391304347826086,0.75,0.75,0.75,0.803030303030303,0.9760765550239234,0.9767441860465116,0.963302752293578,0.9905660377358491,0.9972522440007328,0.8260869565217391,0.8461538461538461,0.7857142857142857,0.9166666666666666,0.8863636363636364,0.9665071770334929,0.9665071770334929,0.9805825242718447,0.9528301886792453,0.9983513464004397,0.8636363636363636,0.8421052631578948,1.0,0.7272727272727273,0.859504132231405,0.9952380952380953,0.9953488372093023,0.9907407407407407,1.0,1.0,0.7272727272727273,0.7692307692307692,0.6666666666666666,0.9090909090909091,0.7603305785123966,1.0,1.0,1.0,1.0,1.0,15.703339492109537,0.3085418300389422,0.10789426290991795,0.2512775679648815,0.2819556978235777,0.2500252399910943,0.12666028334330662,0.14922643323415005,0.29622080623133196,0.29647333852075153,0.29642614345932095,0.1498127772365986
